ATE real, ATE estimado
1.999999999999997, 1.9977993637424158
2.0000000000000067, 1.9373115286330662
1.9999999999999984, 1.9685132778004708
2.0000000000000058, 2.0004324210161117
1.9999999999999987, 1.9509913421525606
1.9999999999999951, 2.019729674978519
2.000000000000005, 1.9855873572282954
1.9999999999999962, 2.028212691657701
1.9999999999999938, 2.0007855119609803
1.999999999999996, 2.027741766365876
2.000000000000005, 1.9561105400582455
1.9999999999999976, 2.0326812561285
1.999999999999997, 1.9609804110607316
2.000000000000005, 2.021173541168831
2.0000000000000044, 1.954389349253199
2.0000000000000027, 2.0809078925569007
2.0000000000000013, 2.0462394255577565
2.0000000000000107, 2.03880697651439
1.9999999999999993, 1.926351896530231
1.9999999999999913, 1.9367478731131909
2.0000000000000018, 1.9812267655796327
2.000000000000004, 2.087855423464413
2.000000000000003, 2.048893965563652
1.9999999999999982, 2.1015338718179772
2.000000000000001, 2.1122150585424913
1.999999999999997, 2.031134755740113
1.9999999999999982, 1.912999201169829
2.0000000000000013, 2.023726830486427
1.9999999999999971, 2.039290313649888
1.9999999999999938, 1.9273054268918155
2.000000000000001, 1.9662572579912323
1.9999999999999967, 1.9917686497484195
1.999999999999996, 1.9742158519106425
2.0000000000000044, 1.9806378506172744
1.9999999999999978, 1.920064249896845
2.0000000000000018, 1.9858928784091128
2.0000000000000013, 1.9734144131404556
2.000000000000009, 2.02286154200637
1.999999999999997, 1.958735217086676
1.9999999999999956, 1.9421631837087614
1.9999999999999962, 2.0357080157895058
1.9999999999999967, 1.9883045614739843
2.000000000000002, 1.9943837914252118
1.9999999999999951, 2.0967223316818564
1.9999999999999978, 2.012996951576931
2.0000000000000027, 2.0718592036670436
1.999999999999997, 2.031506674266978
1.9999999999999942, 2.012042119499894
2.0000000000000107, 2.0049107972099733
2.0000000000000067, 2.0020289414986796
1.9999999999999991, 2.0834254213772536
1.9999999999999993, 2.09087286394467
2.0000000000000004, 1.990004509249904
2.0000000000000107, 1.9825061770208527
1.9999999999999987, 1.9837960032297772
1.9999999999999953, 1.9946981140721505
1.9999999999999951, 2.0720521854617386
2.000000000000001, 2.0778061899539817
1.9999999999999951, 1.9742666816962302
1.9999999999999944, 2.041468708254164
1.9999999999999953, 2.0338233078316703
2.000000000000003, 2.066960000207293
1.9999999999999976, 1.9759134870316224
2.0000000000000004, 1.9180422950158242
1.9999999999999967, 2.104591682335857
1.999999999999997, 1.9849814625007878
2.000000000000004, 2.0472606013055534
1.9999999999999962, 2.0343805161703234
2.0000000000000004, 1.9687354514029611
2.0000000000000004, 2.082818606190017
2.0000000000000013, 1.926125148409882
2.0000000000000044, 1.9355838524394084
2.000000000000011, 2.085242334529525
2.000000000000001, 1.9680837227110288
2.0000000000000036, 2.06590750735218
1.9999999999999984, 2.012435257706453
2.0000000000000004, 1.933982737213132
2.0000000000000018, 2.068808514934176
1.9999999999999962, 1.9398748533420649
1.9999999999999998, 2.0835867088933697
1.999999999999997, 2.0767094804997335
1.9999999999999944, 1.99260448285053
2.0000000000000027, 1.9653672516067808
1.9999999999999956, 2.0556473451605637
1.9999999999999942, 2.0098803565414265
2.0000000000000004, 1.993580696031649
1.9999999999999984, 1.9510051349844166
2.0000000000000004, 2.039344975232422
2.0, 2.017320061873741
1.9999999999999987, 1.9912264866801426
1.999999999999996, 1.8894352636324243
1.9999999999999998, 2.014873095135712
1.9999999999999944, 2.0148802452571752
2.0000000000000036, 2.072676566853909
1.9999999999999931, 1.9899847092034495
2.000000000000002, 2.0204437489204143
2.0000000000000053, 2.010191975692214
1.9999999999999998, 1.968339784427098
2.0000000000000036, 1.892996574210107
1.9999999999999956, 2.053735244856103
1.9999999999999993, 1.9653620664510512
1.9999999999999953, 1.9865833465797351
2.000000000000001, 2.0375716278135405
1.999999999999992, 2.029748165539679
2.0000000000000067, 1.9316134794097617
2.0000000000000044, 1.946287633369083
1.9999999999999991, 2.0867191825895897
2.0000000000000058, 2.0509999995868404
2.0000000000000027, 1.9168682695011314
1.9999999999999951, 1.9774197816599102
1.9999999999999976, 2.0049827798015616
1.9999999999999896, 2.0649900205467446
2.0000000000000075, 2.1007711139691527
2.0000000000000044, 2.012724853767959
2.000000000000008, 2.0338273818296755
1.9999999999999984, 1.9417879206293
2.0000000000000044, 2.009069446909651
2.0000000000000027, 1.9753289009029307
1.9999999999999956, 2.065690551616845
1.999999999999996, 1.9715468720677267
