ATE real, ATE estimado
0.8386560212907518, 0.3340739565148389
-0.16467065868263475, 0.34137438501825107
-0.15518962075848308, 0.33550230122202823
0.8479707252162342, 0.34137438501825107
0.8378243512974052, 0.34264402475797495
-0.15718562874251496, 0.3472464688144739
-0.16350632069194948, 0.33312172671004603
-0.15918163672654695, 0.3359784161244247
0.8383233532934131, 0.33439136644976986
-0.1531936127744511, 0.3488335184891287
0.8429807052561543, 0.3477225837168703
-0.1643379906852961, 0.3348674813521663
0.8386560212907518, 0.3348674813521663
0.841816367265469, 0.33994604031106174
0.842814371257485, 0.355181717187748
0.8494677312042581, 0.3372480558641485
0.8374916833000665, 0.34185049992064753
-0.1560212907518297, 0.34010474527852724
0.8386560212907518, 0.3564513569274718
-0.16300731869594143, 0.33693064592921756
-0.15252827677977376, 0.3394699254086653
-0.15385894876912842, 0.3408982701158546
-0.16766467065868262, 0.34312013966037136
0.8384896872920825, 0.3439136644976988
0.8398203592814372, 0.346294239009681
-0.15568862275449102, 0.3464529439771465
0.843812375249501, 0.34565941913981907
0.8426480372588157, 0.35470560228535153
-0.1540252827677977, 0.3391525154737343
-0.16483699268130403, 0.33312172671004603
-0.1595143047238856, 0.33439136644976986
-0.16550232867598136, 0.3361371210918902
0.8386560212907518, 0.3513727979685764
-0.1706586826347305, 0.34073956514838916
-0.16034597471723222, 0.34137438501825107
0.8391550232867598, 0.3385176956038724
-0.16816367265469057, 0.32502777336930644
-0.15652029274783763, 0.3316933820028567
-0.15568862275449102, 0.34312013966037136
-0.16217564870259482, 0.33201079193778765
0.8426480372588157, 0.3383589906364069
-0.15535595475715236, 0.33566100618949374
-0.16200931470392543, 0.34486589430249165
-0.15851630073186962, 0.3378828757340105
0.8494677312042581, 0.34677035391207744
-0.16866267465069862, 0.34312013966037136
-0.1596806387225549, 0.3353435962545628
0.8481370592149036, 0.35121409300111095
-0.1521956087824351, 0.33629582605935565
-0.16101131071190955, 0.32883669258847803
