# MSE: 0.051651019332037536, 0.0447923600356753, 0.0592648237620934
# ATE, linear, probit, logit
0.3154158215010142, 0.4198857242525128, 0.47711424901347427, 0.33586243464932153
0.3235294117647059, 0.4340158265533346, 0.376181613138309, 0.37651987862922526
0.3204868154158215, 0.45204072760128755, 0.34853945626817473, 0.3810320667152094
0.34685598377281945, 0.46895296341517634, 0.30120280433586943, 0.4535411275776686
0.3640973630831643, 0.5273288759492037, 0.38000140206925004, 0.4284298126372085
0.3488843813387424, 0.46758303735505813, 0.32086313042829495, 0.35327936283463834
0.3488843813387424, 0.40925912386018637, 0.4360817788105975, 0.49121325274394606
0.34178498985801214, 0.45390623780588646, 0.32175777804536365, 0.337884158430236
0.3052738336713996, 0.2917357605795141, 0.33988768979740436, 0.4860464036199044
0.3509127789046653, 0.34558321312248985, 0.39229538508654505, 0.4521596952167603
0.3407707910750507, 0.45208905574406, 0.44639973562013646, 0.575953987656081
0.3448275862068966, 0.43221609479937795, 0.49614229447363306, 0.4969444971066926
0.3265720081135903, 0.42616800378078046, 0.438336615286517, 0.3234250007185007
0.3640973630831643, 0.42578224325928793, 0.3842141429660215, 0.40566425267066913
0.345841784989858, 0.3601719266938229, 0.3570419872157743, 0.46612304272036004
0.33772819472616633, 0.44148978399775074, 0.41164977104390676, 0.4946453751224611
0.3265720081135903, 0.37738194615686727, 0.2570963127666923, 0.39831450787766487
0.3286004056795132, 0.43864492414538203, 0.4275784952959364, 0.43965427254209233
0.3630831643002028, 0.5594053296501564, 0.3653218375645385, 0.5724591386533957
0.30730223123732253, 0.4385691974433021, 0.46940812505077634, 0.3532875042832265
0.3286004056795132, 0.43408408227262457, 0.39588936858373247, 0.3525549511964915
0.3316430020283976, 0.3471504856092321, 0.5524674355490912, 0.3489154255465351
0.3316430020283976, 0.42157824872265304, 0.41742372244008064, 0.4889288194711477
0.34685598377281945, 0.39565739777612197, 0.3142097642014975, 0.49684054767581
0.3762677484787018, 0.3099583722079314, 0.3622211341325998, 0.47200619625962786
0.34989858012170383, 0.42474016110477786, 0.28910796898133273, 0.4552795303036667
0.35192697768762676, 0.411497000854223, 0.40914936905652033, 0.35394373579579597
0.3438133874239351, 0.5002031248960497, 0.3620463109911696, 0.46786385832351446
0.3620689655172414, 0.4801972512210775, 0.3197967346753854, 0.440649952134191
0.36004056795131845, 0.4427089709538224, 0.39221595308409896, 0.3423477806365847
0.36004056795131845, 0.2682820225207597, 0.2695189898442574, 0.40085436424301096
0.3580121703853955, 0.36847208914518786, 0.38866601561706193, 0.5138384410026399
0.33975659229208927, 0.3951196374503527, 0.4452894957370709, 0.3870975274977445
0.3286004056795132, 0.3450920899418866, 0.39772270425276524, 0.40790896161461865
0.3509127789046653, 0.48131382820823293, 0.4213598959463113, 0.4141004432466207
0.32150101419878296, 0.4499656570084983, 0.37046650823844895, 0.37188162535047126
0.3640973630831643, 0.5794342337336914, 0.44624666355553055, 0.49695060378469447
0.3184584178498986, 0.34712603405387615, 0.39140653095170397, 0.4955106478575361
0.345841784989858, 0.380545278970321, 0.4294498683083623, 0.4573283886467877
0.3204868154158215, 0.3261786380581882, 0.3770026225417318, 0.31887910378412837
0.34787018255578095, 0.4808214058842948, 0.31852165035237845, 0.49823089181382874
0.3316430020283976, 0.45648341278209215, 0.441832978762395, 0.38006274763773085
0.3407707910750507, 0.33295659367372654, 0.4055322264267399, 0.38484905442529793
0.34685598377281945, 0.34187944676015253, 0.30606272353510844, 0.5043733188112616
0.3488843813387424, 0.4171743709722713, 0.27612414107010075, 0.41601609370833365
0.359026369168357, 0.46465849842246776, 0.5813970914252516, 0.4995006497189562
