# MSE: 0.05515075089886857, 0.05378605734214241, 0.05312147699269097
# ATE, linear, probit, logit
0.0, 0.05031588738806031, 0.15152185006142416, 0.11412332381246978
0.0, -0.0010586593744933842, 0.015887577287453936, 0.1507857331010554
0.0, 0.03603127484666861, 0.13711925829460303, 0.09825411122830754
0.0, -0.12074531970652116, -0.001200955037942153, -0.024868216109533308
0.0, 0.07868486309875253, 0.16504617203371275, 0.042051541666207996
0.0, 0.01226528936025259, 0.05491311411836641, 0.2645633506433765
0.0, 0.04039466604546256, 0.14596974299397736, 0.20662971542995803
0.0, 0.02677256082500598, 0.021559525010169, 0.12185133638305289
0.0, 0.014466097739165268, 0.061085654273235424, 0.12973676770149323
0.0, 0.06854839966692457, -0.004290279591562585, 0.06006962914101584
0.0, 0.12589536360686435, 0.07248964705422889, -0.03048885275774015
0.0, 0.09486657824840133, 0.04634589434529768, 0.026444775061140756
0.0, 0.14946341955212775, 0.09210225120183957, -0.019162841120056926
0.0, 0.029918918812053996, -0.016573931520951213, 0.1453480471275847
0.0, 0.07409216705151397, 0.09376180155130442, 0.06470999975100268
0.0, 0.06985644256362437, 0.20969395154479104, 0.16673316594183615
0.0, 0.23333534696954056, 0.03509809013942966, 0.10797549532940733
0.0, 0.1197441223447409, 0.19282381230860374, 0.05085878389388946
0.0, -0.008095801827305488, 0.15907578262468103, 0.11037120830147315
0.0, 0.14593353208701354, 0.17620062680885384, 0.03293639299265834
0.0, 0.10860764221720905, 0.03902596280311421, 0.004710239294759931
0.0, 0.15321628255941638, 0.07758687521139429, 0.05994040853784758
0.0, 0.22077037680720807, 0.19082372961123795, 0.051093624334805
0.0, -0.025108711142238675, 0.1872266230562103, 0.028057287461956803
0.0, 0.02996004461771254, 0.10598034561610026, 0.021820861003334312
0.0, 0.045836488400260084, 0.1659787623352319, 0.10184399448363961
0.0, 0.0814606491028173, 0.012459991155087113, 0.10740479787272608
0.0, 0.027984723250952984, 0.19223223174239235, 0.12793132692706485
0.0, 0.06189585062383943, 0.07605464757638059, 0.08297230908113469
0.0, 0.07285759874098828, -0.03340511906331167, -0.11877291208287143
0.0, 0.06396382786529983, 0.20735112486145302, 0.08782583008927172
0.0, 0.045646710687837044, -0.03021912183015285, 0.08458580523179828
