# MSE: 0.005592723593044618, 0.005675623998661772, 0.0053218014282964445
# ATE, linear, probit, logit
0.37322515212981744, 0.420924185410529, 0.3107673956685386, 0.39150187756567456
0.3509127789046653, 0.4791972535140128, 0.4894686508868433, 0.3556513368968361
0.3438133874239351, 0.3405760515316608, 0.3094971127379772, 0.3781821235913886
0.32961460446247465, 0.2813193432211646, 0.45345376998774, 0.34865971168953036
0.35598377281947263, 0.1876121675735328, 0.42785306270240675, 0.4458308073418727
0.35598377281947263, 0.4086300736227162, 0.2743562022319498, 0.17509540849740524
0.3407707910750507, 0.4346834157664339, 0.44764359844911694, 0.32872463877935865
0.35699797160243407, 0.4403203348155578, 0.295069957685103, 0.37001303245354195
0.3438133874239351, 0.3447669792452156, 0.28620249231202977, 0.38475947841471114
0.345841784989858, 0.326340344128826, 0.3892181623523667, 0.3667751664012816
0.34989858012170383, 0.264636301772379, 0.30857093228463583, 0.2977747865873773
0.30831643002028397, 0.2189840506081524, 0.33024799848395536, 0.2545923737627345
0.32454361054766734, 0.3363042605630171, 0.26726639327296875, 0.37235008849535267
0.3306288032454361, 0.3248361740402519, 0.45039377833365957, 0.38823393361202263
0.3509127789046653, 0.18521313852531013, 0.29041703351108594, 0.4286187367417861
0.33874239350912777, 0.3721243320215257, 0.40341280165916316, 0.34604305874041874
0.3407707910750507, 0.4059334423343506, 0.20544554931012138, 0.3867068029168566
0.3275862068965517, 0.2906241795311755, 0.3863484772714864, 0.36540678964860157
0.3448275862068966, 0.22507899269438686, 0.3186518548041224, 0.32446528542981873
0.3438133874239351, 0.2536984707050201, 0.41357411429220453, 0.3774105391442441
0.3275862068965517, 0.3035922843211198, 0.3407202100234321, 0.43704958730979976
0.3488843813387424, 0.25050104824341646, 0.4203837740242226, 0.3862132354452487
0.3671399594320487, 0.21197814709104434, 0.4418403870614824, 0.44393713626633613
0.35699797160243407, 0.3421118645098964, 0.3528092174386166, 0.31156917717278265
0.3306288032454361, 0.3164942374939349, 0.2845646661341379, 0.2840632121948195
0.3488843813387424, 0.2310515725542464, 0.35471604657269623, 0.3789071366706694
0.34279918864097364, 0.30687098475548524, 0.2584773401703857, 0.32972751473725626
0.3620689655172414, 0.44385968317457797, 0.20848656726639314, 0.4483272098042709
0.33874239350912777, 0.2359891640697953, 0.3820915651567546, 0.33537937537654733
0.3509127789046653, 0.3431230813932301, 0.4316624681365701, 0.373194846827041
0.359026369168357, 0.30567369648545073, 0.28346344153799397, 0.41262682123354794
0.3580121703853955, 0.32537750174341573, 0.33320810051276584, 0.29311841046188586
0.33772819472616633, 0.3282668079220448, 0.3123330477339068, 0.392422744530555
0.3184584178498986, 0.45799676555396496, 0.38043653066226923, 0.33428217891443823
0.33468559837728196, 0.32883938408564145, 0.45509485146232564, 0.40576777864411673
0.3539553752535497, 0.43821995629784327, 0.41901521585514157, 0.4078805907620846
0.3640973630831643, 0.3641110747156306, 0.3975707166025233, 0.33317155385258557
0.34178498985801214, 0.33881752379107677, 0.2555301625252967, 0.21763478658874302
0.3671399594320487, 0.3809337743793817, 0.2872970718220803, 0.4066023333181678
0.35496957403651114, 0.37188071876052586, 0.3473069933212057, 0.2408485859253331
0.33772819472616633, 0.29101482676651513, 0.38529849076178546, 0.4116963850605875
0.3204868154158215, 0.46288414136081246, 0.318611388144426, 0.22169132835071345
0.35598377281947263, 0.21901557771745578, 0.29609541467185807, 0.36674696039703036
0.33772819472616633, 0.3012055464521808, 0.2628887493002221, 0.2675827373430273
0.3742393509127789, 0.33288950869324907, 0.40334102754895185, 0.4256811249479259
0.3367139959432049, 0.3068587794497109, 0.36917052897156216, 0.351757006941175
0.34989858012170383, 0.34303186302128047, 0.2968344366022937, 0.4087232053669189
0.37322515212981744, 0.36768983430063223, 0.22558760357240193, 0.4339541498218666
0.3052738336713996, 0.27012933171771725, 0.33700084037132616, 0.2778339678909677
0.36511156186612576, 0.32547947443141567, 0.2357679072558002, 0.5085142367276003
0.3275862068965517, 0.47622684999950077, 0.3782630244677999, 0.3589416805436876
0.36004056795131845, 0.37821881202995744, 0.41888083270023035, 0.3355311966356919
0.31947261663286003, 0.30182476307907413, 0.4208813581493284, 0.2815313718211282
0.33975659229208927, 0.38223532892711515, 0.355237802662943, 0.31147526160227607
0.3306288032454361, 0.24843958112209252, 0.34405217538444743, 0.2477180214698739
0.3225152129817444, 0.4005098942318953, 0.25794998588003326, 0.3530771544727331
0.3174442190669371, 0.35428408944767803, 0.356618314783109, 0.38981873849951715
0.3316430020283976, 0.24214955689603868, 0.2172377568060021, 0.188424320844439
0.3640973630831643, 0.3042590449287449, 0.38090848662854637, 0.29086644004867357
0.32961460446247465, 0.24863888370910003, 0.30395272721697164, 0.1964275132633832
0.3367139959432049, 0.2822932446366971, 0.25011685237855674, 0.3406946391481687
0.3367139959432049, 0.33657411914351243, 0.430637664524649, 0.3131109562578196
0.3316430020283976, 0.35364661066131253, 0.27415109430382334, 0.39810828073114113
0.33874239350912777, 0.2828962622132671, 0.2292797739858946, 0.24868593995012392
0.3640973630831643, 0.3617453894610993, 0.27828723411203615, 0.38935333899321006
0.3640973630831643, 0.3958072429618807, 0.37740024767964736, 0.28223039164881103
0.33874239350912777, 0.2600659715059873, 0.2773783669126584, 0.3063307474236197
0.34178498985801214, 0.25528053404837425, 0.3717348937978296, 0.33486659136944447
0.34685598377281945, 0.30310758577969765, 0.31605703856281153, 0.3646618607633854
0.359026369168357, 0.29103464794506906, 0.3931598371126421, 0.3711730481320348
0.33874239350912777, 0.30314282120792535, 0.31181648527828143, 0.37444291158924214
0.3438133874239351, 0.3969074135634624, 0.2517712897320471, 0.48246625407684784
0.3356997971602434, 0.3528782397732807, 0.385836185193752, 0.4497248870588802
0.36105476673427994, 0.44740645359501824, 0.4051524163424065, 0.48684568132712097
0.3306288032454361, 0.42053105307201755, 0.326812065702068, 0.3114767915557913
0.359026369168357, 0.5223031309545212, 0.368351013150044, 0.47315677304297127
0.3184584178498986, 0.33602171350424637, 0.35892400157960164, 0.28056754993437927
0.3539553752535497, 0.4725843955953205, 0.3685800514300533, 0.3149534708588386
0.3580121703853955, 0.25833202648367215, 0.2931396938040709, 0.3838180127004851
0.3438133874239351, 0.5254248668049555, 0.45880708107635787, 0.32480272031112706
0.34989858012170383, 0.28267643655101116, 0.44118476397223705, 0.3346493202659784
0.3235294117647059, 0.3114752126048782, 0.32116744543380527, 0.353154214417121
0.32961460446247465, 0.3016955116158751, 0.32623037165620083, 0.18564120228807215
0.36511156186612576, 0.4045328665992625, 0.30312293238302934, 0.46242429971617977
0.3356997971602434, 0.37474610852817336, 0.46199956393659175, 0.25801165752301464
0.3448275862068966, 0.30964097532518836, 0.4619615261709468, 0.48582520145202873
0.34178498985801214, 0.33705692975202706, 0.46975814271835004, 0.38818327714254336
0.3640973630831643, 0.25777622454373333, 0.3779329003957847, 0.3441680958621845
0.35699797160243407, 0.4234394914730649, 0.37250120247281676, 0.4400620338717355
0.3356997971602434, 0.38285846115716776, 0.33306798608836896, 0.39486557697108415
0.31643002028397565, 0.2438195669563507, 0.19195122493424366, 0.2436555206700463
0.33468559837728196, 0.40010443800776063, 0.42193610095726586, 0.317211539609369
0.35294117647058826, 0.36519568502787386, 0.37048604741852803, 0.3487440604656067
0.3286004056795132, 0.24433742608675063, 0.29442252918520273, 0.22577210066488654
